Community Group,Number/Code,Trap type,Bait,Strikes,Species caught,Date,Notes,created date,last edited date,Status,Rebaited,Trap condition
Predator Free Port Hills Halswell,Jan-14,DOC 200,None,0,None,"August 7, 2019",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Halswell,Jan-14,DOC 200,Peanut butter,0,None,"August 10, 2019",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Possum,"September 15, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Possum,"September 14, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,None,1,Hedgehog,"October 9, 2018",Bread and nutella,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"October 21, 2018",Bread,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"October 18, 2018",Bread and nutella,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"October 23, 2018",Stale bread,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"October 26, 2018",Stale bread ,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"October 25, 2018",Stale bread,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"October 30, 2018",Stale bread,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"November 7, 2018",Bread and nutella,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"November 14, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Possum,"November 26, 2018",Bread and nutella,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"November 30, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"December 16, 2018",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"December 17, 2018",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"December 24, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"December 28, 2018",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"January 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"January 10, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"January 17, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"January 18, 2019",Bread,"October 29, 2020","November 25, 2020",Sprung,No,Regassed
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"January 24, 2019",Bread,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"January 29, 2019",Bread and nutella,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"February 5, 2019",Bread,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Possum,"May 26, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Possum 1,Timms,Other (please specify),1,Hedgehog,"June 9, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,Peanut butter,1,Mouse,"October 16, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"October 5, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"September 25, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Rat,"September 14, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,0,None,"August 28, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,0,None,"August 20, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,0,None,"July 3, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"June 21, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"June 17, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"June 15, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,0,None,"June 7, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"May 26, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,0,None,"March 20, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,Peanut butter,0,None,"March 1, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,Peanut butter,1,Hedgehog,"February 9, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Mouse,"February 9, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,1,Rat,"January 28, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-34,DOC 200,None,0,None,"January 19, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,Peanut butter,0,None,"October 16, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,1,Mouse,"October 5, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,0,None,"September 25, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,0,None,"August 28, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,0,None,"August 20, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,1,Rat,"July 3, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,0,None,"June 21, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,1,Mouse,"June 15, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,1,Mouse,"June 7, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,1,Mouse,"May 26, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,0,None,"March 20, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,Peanut butter,0,None,"March 1, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,Peanut butter,1,Mouse,"February 9, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,1,Hedgehog,"February 9, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Feb-33,DOC 200,None,0,None,"January 19, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,Peanut butter,0,None,"October 16, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"October 5, 2020",,"October 29, 2020","November 25, 2020","Still set, bait missing",Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"September 7, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"August 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"August 12, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"July 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"July 16, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"July 8, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"June 25, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"June 8, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"May 29, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"February 23, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Rat,"January 29, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"January 19, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Rat,"January 19, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"October 5, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"September 3, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"August 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"July 16, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"July 8, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,Peanut butter,1,Mouse,"June 8, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,Peanut butter,1,Mouse,"June 3, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,Peanut butter,1,Mouse,"May 28, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"March 19, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Rat,"February 27, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Rat,"February 23, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,0,None,"February 13, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Jan-32,DOC 200,None,1,Mouse,"February 13, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,0,None,"October 16, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,Peanut butter,0,None,"October 5, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,1,Mouse,"June 3, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,Peanut butter,1,Mouse,"May 29, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,1,Mouse,"May 28, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,0,None,"March 20, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,1,Mouse,"March 2, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,0,None,"February 23, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,1,Hedgehog,"January 29, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-31,DOC 200,None,1,Mouse,"January 19, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,0,None,"October 16, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,0,None,"October 5, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"September 3, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"August 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"August 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"August 12, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"July 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"July 16, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Weasel,"June 25, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"June 25, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,Peanut butter,1,Mouse,"May 29, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,Peanut butter,1,Mouse,"May 28, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"March 19, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"March 12, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"February 27, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,0,None,"February 23, 2020",,"October 29, 2020","November 25, 2020","Still set, bait missing",No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,1,Mouse,"February 6, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Jan-30,DOC 200,None,0,None,"January 19, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,0,None,"October 16, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,0,None,"October 5, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,0,None,"September 25, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"September 14, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,0,None,"August 28, 2020",,"October 29, 2020","November 25, 2020","Still set, bait OK",No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Rat,"August 20, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,0,None,"August 1, 2020",,"October 29, 2020","November 25, 2020","Still set, bait bad",No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"August 1, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"July 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"July 11, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"July 3, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"June 21, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"June 15, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Halswell,Feb-29,DOC 200,None,1,Mouse,"June 7, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
